chr1	998961	1001051	1p36.31	1p36.33	608060	HES4	Hairy/enhancer_of_split,_Drosophila,_homolog_of,_4	HES4	57801	ENSG00000188290			
chr1	1013466	1014539	1p36.33	1p36.33	147571	ISG15,_G1P2,_IFI15,_IMD38	ISG15_ubiquitin-like_modifier	ISG15	9636	ENSG00000187608		Immunodeficiency_38,_616126_(3),_Autosomal_recessive	Isg15_(MGI:1855694)
chr1	1020101	1056118	1pter-p32	1p36.33	103320	AGRN,_CMS8	Agrin	AGRN	375790	ENSG00000188157		Myasthenic_syndrome,_congenital,_8,_with_pre-_and_postsynaptic_defects,_615120_(3),_Autosomal_recessive	Agrn_(MGI:87961)
chr1	1167103	1167197	1p36.33	1p36.33	612091	MIR200B,_MIRN200B	Micro_RNA_200B	MIR200B	406984	ENSG00000207730			
chr1	1167862	1167951	1p36.33	1p36.33	612090	MIR200A,_MIRN200A	Micro_RNA_200A	MIR200A	406983	ENSG00000207607			
chr1	1169004	1169086	1p36.33	1p36.33	612094	MIR429,_MIRN429	Micro_RNA_429	MIR429	554210	ENSG00000198976			
chr1	1203507	1207899	1p36.3	1p36.33	603905	TNFRSF18,_AITR,_GITR	Tumor_necrosis_factor_receptor_superfamily,_member_18	TNFRSF18	8784	ENSG00000186891			Tnfrsf18_(MGI:894675)
chr1	1211325	1216811	1p36	1p36.33	600315	TNFRSF4,_TXGP1L,_OX40,_ACT35,_IMD16	Tumor_necrosis_factor_receptor_superfamily,_member_4	TNFRSF4	7293	ENSG00000186827	mutation_identified_in_1_IMD16_family	?Immunodeficiency_16,_615593_(3),_Autosomal_recessive	Tnfrsf4_(MGI:104512)
chr1	1216907	1232066	1p36.33	1p36.33	614282	SDF4,_CAB45	Stromal_cell-derived_factor_4	SDF4	51150	ENSG00000078808			Sdf4_(MGI:108079)
chr1	1232248	1235040	1p36.3	1p36.33	615291	B3GALT6,_SEMDJL1,_EDSP2	UDP-Gal:beta-Gal_beta-1,3-galactosyltransferase_polypeptide_6	B3GALT6	126792	ENSG00000176022		Ehlers-Danlos_syndrome,_progeroid_type,_2,_615349_(3),_Autosomal_recessive,_Spondyloepimetaphyseal_dysplasia_with_joint_laxity,_type_1,_with_or_without_fractures,_271640_(3),_Autosomal_recessive	B3galt6_(MGI:2152819)
chr1	1242445	1247217	1p36.33	1p36.33	616593	FAM132A,_C1QDC2,_C1QTNF12	Family_with_sequence_similarity_132,_member_A	C1QTNF12	388581	ENSG00000184163			C1qtnf12_(MGI:1914639)
chr1	1280414	1292028	1p36.3-p36.2	1p36.33	601328	SCNN1D	Sodium_channel,_voltage-gated,_type_I,_delta_polypeptide	SCNN1D	6339	ENSG00000162572			
chr1	1311584	1324686	1p36.33	1p36.33	611354	CPSF3L,_INTS11,_RC68	Cleavage_and_polyadenylation-specific_factor_3-like	INTS11	54973	ENSG00000127054			Ints11_(MGI:1919207)
chr1	1324755	1328895	1p36.33	1p36.33	615467	GLTPD1,_CPTP	Glycolipid_transfer_protein_domain-containing_protein_1	CPTP	80772	ENSG00000224051			Cptp_(MGI:1933107)
chr1	1331323	1335319	1p36.33	1p36.33	605865	TAS1R3,_T1R3	Taste_receptor_type_1,_member_3	TAS1R3	83756	ENSG00000169962			Tas1r3_(MGI:1933547)
chr1	1335277	1349141	1p36	1p36.33	601365	DVL1,_DRS2	Dishevelled_1_(homologous_to_Drosophila_dsh)	DVL1	1855	ENSG00000107404		Robinow_syndrome,_autosomal_dominant_2,_616331_(3),_Autosomal_dominant	Dvl1_(MGI:94941)
chr1	1352688	1363540	1p36.33	1p36.33	617293	MXRA8,_ASP3	Matrix_remodeling-associated_protein_8	MXRA8	54587	ENSG00000162576			Mxra8_(MGI:1922011)
chr1	1373729	1375437	1p36.3	1p36.33	609183	AURKAIP1,_AKIP,_AIP	Aurora_kinase_A-interacting_protein_1	AURKAIP1	54998	ENSG00000175756			Aurkaip1_(MGI:1913327)
chr1	1385710	1399337	1p36.33	1p36.33	613482	CCNL2	Cyclin_L2	CCNL2	81669	ENSG00000221978			Ccnl2_(MGI:1927119)
chr1	1401895	1407312	1p36.3-p35.2	1p36.33	611833	MRPL20	Mitochondrial_ribosomal_protein_L20	MRPL20	55052	ENSG00000242485			Mrpl20_(MGI:2137221)
chr1	1435522	1442881	1p36.3	1p36.33	611901	VWA1,_WARP	von_Willebrand_factor_A_domain-containing_protein_1	VWA1	64856	ENSG00000179403			Vwa1_(MGI:2179729)
chr1	1449688	1470157	1p36.33	1p36.33	617227	ATAD3C	ATPase_family,_AAA_domain-containing,_member_3C	ATAD3C	219293	ENSG00000215915			
chr1	1471731	1509465	1p36.33	1p36.33	612317	ATAD3B,_TOB3,_KIAA1273	ATPase_family,_AAA_domain-containing,_member_3B	ATAD3B	83858	ENSG00000160072			
chr1	1512142	1534686	1p36.33	1p36.33	612316	ATAD3A,_HAYOS	ATPase_family,_AAA_domain-containing,_member_3A	ATAD3A	55210	ENSG00000197785	one_family_with_AR_inheritance_reported	Harel-Yoon_syndrome,_617183_(3),_Autosomal_recessive,_Autosomal_dominant	Atad3a_(MGI:1919214)
chr1	1534777	1540359	1p36.33	1p36.33	616101	TMEM240,_C1orf70,_SCA21	Transmembrane_protein_240	TMEM240	339453	ENSG00000205090		Spinocerebellar_ataxia_21,_607454_(3),_Autosomal_dominant	Tmem240_(MGI:3648074)
chr1	1541672	1574881	1p36.33	1p36.33	617680	SSU72	Ssu72,_S._cerevisiae,_homolof_of	SSU72	29101	ENSG00000160075			Ssu72_(MGI:1916241)
chr1	1615187	1630609	1p36.32	1p36.33	611141	MIB2	Mindbomb,_Drosophila,_homolog_of,_2	MIB2	142678	ENSG00000197530			Mib2_(MGI:2679684)
chr1	1631680	1634653	1p36.3	1p36.33	603321	MMP23B,_MMP22	Matrix_metalloproteinase_23B	MMP23B	8510	ENSG00000189409			Mmp23_(MGI:1347361)
chr1	1635225	1659838	1p36.3	1p36.33	176873	CDK11B,_CDC2L1,_P58,_CDK11	Cyclin-dependent_kinase_11B	CDK11B	984	ENSG00000248333			
chr1	1699938	1701807	1p36.3	1p36.33	603320	MMP23A,_MMP21,_MIFR	Matrix_metalloproteinase_23A	MMP23A	8511				
chr1	1702382	1724564	1p36.3	1p36.33	116951	CDK11A,_CDC2L2	Cyclin-dependent_kinase_11A	CDK11A	728642	ENSG00000008128			Cdk11b_(MGI:88353)
chr1	1751231	1780513	1p36.33-p36.21	1p36.33	611616	NADK	NAD_kinase	NADK	65220	ENSG00000008130			Nadk_(MGI:2183149)
chr1	1785284	1891116	1pter-p31.2	1p36.33	139380	GNB1,_MRD42	Guanine_nucleotide-binding_protein,_beta_polypeptide-1	GNB1	2782	ENSG00000078369		Leukemia,_acute_lymphoblastic,_somatic,_613065_(3),_Mental_retardation,_autosomal_dominant_42,_616973_(3),_Autosomal_dominant	Gnb1_(MGI:95781)
chr1	1913750	1917293	1p36.33	1p36.33	610171	CALML6,_CAGLP	Calmodulin-like_6	CALML6	163688	ENSG00000169885			
chr1	2019328	2030752	1p36.3	1p36.33	137163	GABRD,_GEFSP5,_EIG10,_EJM7	Gamma-aminobutyric_acid_(GABA)_A_receptor,_delta	GABRD	2563	ENSG00000187730		{Epilepsy,_generalized,_with_febrile_seizures_plus,_type_5,_susceptibility_to},_613060_(3),_Autosomal_dominant,_{Epilepsy,_idiopathic_generalized,_10},_613060_(3),_Autosomal_dominant,_{Epilepsy,_juvenile_myoclonic,_susceptibility_to},_613060_(3),_Autosomal_dominant	Gabrd_(MGI:95622)
chr1	2050469	2185394	1p36	1p36.33	176982	PRKCZ,_PKC2	Protein_kinase_C,_zeta_form	PRKCZ	5590	ENSG00000067606			Prkcz_(MGI:97602)
chr1	2184459	2212719	1p36.33	1p36.33	615183	C1orf86,_FAAP20	Chromosome_1_open_reading_frame_86	FAAP20	199990	ENSG00000162585			Faap20_(MGI:1914763)
chr1	2228694	2310212	1p36.3	1p36.33-p36.32	164780	SKI,_SGS	Avian_sarcoma_viral_(v-ski)_oncogene_homolog	SKI	6497	ENSG00000157933	formerly_mapped_to_1q22-q24	Shprintzen-Goldberg_syndrome,_182212_(3),_Autosomal_dominant	Ski_(MGI:98310)
chr1	2300000	20100000	1p36.32-p36.13		607671	DYT13	Dystonia_13,_torsion	DYT13	93983			Dystonia_13,_torsion,_607671_(2),_Autosomal_dominant	
chr1	2300000	29900000	1p36.32-p35.3		606242	KONDS	Kondoh_syndrome_(mental_retardation,_microcephaly,_growth_retardation,_joint_contractures,_and_facial_dysmorphism)		100653373		linked_to_rs966321_and_rs1441834	Kondoh_syndrome,_606242_(2),_Autosomal_recessive	
chr1	2404801	2412621	1p36.32	1p36.32	602859	PEX10,_NALD,_PBD6A,_PBD6B	Peroxisome_biogenesis_factor_10	PEX10	5192	ENSG00000157911		Peroxisome_biogenesis_disorder_6A_(Zellweger),_614870_(3),_Autosomal_recessive,_Peroxisome_biogenesis_disorder_6B,_614871_(3),_Autosomal_recessive	Pex10_(MGI:2684988)
chr1	2412480	2505529	1p36.32	1p36.32	612836	PLCH2,_PLCL4	Phospholipase_C,_eta-2	PLCH2	9651	ENSG00000149527			Plch2_(MGI:2443078)
chr1	2508530	2526627	1p36	1p36.32	606162	PANK4	Pantothenate_kinase_4	PANK4	55229	ENSG00000157881			Pank4_(MGI:2387466)
chr1	2528744	2530553	1p36.31	1p36.32	607348	HES5	Hairy/enhancer_of_split,_Drosophila,_homolog_of,_5	HES5	388585	ENSG00000197921			Hes5_(MGI:104876)
chr1	2555766	2565621	1p36.3-p36.2	1p36.32	602746	TNFRSF14,_HVEM,_TR2	Tumor_necrosis_factor_receptor_superfamily,_member_14_(herpesvirus_entry_mediator)	TNFRSF14	8764	ENSG00000157873			Tnfrsf14_(MGI:2675303)
chr1	3021481	3022902	1p36.32	1p36.32	608535	ACTRT2,_ARPT2,_ARPM2	Actin-related_protein_T2	ACTRT2	140625	ENSG00000169717			Actrt2_(MGI:1920603)
chr1	3069024	3438620	1p36.3	1p36.32	605557	PRDM16,_MEL1,_LVNC8,_CMD1LL	PR_domain-containing_protein_16	PRDM16	63976	ENSG00000142611		Cardiomyopathy,_dilated,_1LL,_615373_(3),_Autosomal_dominant,_Left_ventricular_noncompaction_8,_615373_(3),_Autosomal_dominant	Prdm16_(MGI:1917923)
chr1	3487941	3624756	1p36.3	1p36.32	604266	MEGF6,_EGFL3	Multiple_epidermal_growth_factor-like_domains_6	MEGF6	1953	ENSG00000162591			Megf6_(MGI:1919351)
chr1	3560694	3560789	1p36.32	1p36.32	615148	MIR551A	Micro_RNA_551A	MIR551A	693135	ENSG00000207776			
chr1	3624991	3630130	1p36.32	1p36.32	611460	TPRG1L,_FAM79A	Tumor_protein_p63_regulated_1-like	TPRG1L	127262	ENSG00000158109			Tprgl_(MGI:1915058)
chr1	3630766	3650106	1p36.3	1p36.32	606040	WDR8	WD_repeat-containing_protein_8	WRAP73	49856	ENSG00000116213			Wrap73_(MGI:1891749)
chr1	3652564	3736200	1p36	1p36.32	601990	TP73	p53-related_protein	TP73	7161	ENSG00000078900	imprinted	?Neuroblastoma_(1)	Trp73_(MGI:1336991)
chr1	3772760	3775981	1p36	1p36.32	615242	SMIM1,_VEL	Small_integral_membrane_protein_1	SMIM1	388588	ENSG00000235169		[Blood_group,_Vel_system],_615264_(3),_Autosomal_recessive	Smim1_(MGI:1916109)
chr1	3812080	3857386	1p36.32	1p36.32	616690	CEP104,_GLYBP,_KIAA0562,_JBTS25	Centrosomal_protein,_104kD	CEP104	9731	ENSG00000116198		Joubert_syndrome_25,_616781_(3),_Autosomal_recessive	Cep104_(MGI:2687282)
chr1	3857142	3885428	1p36.3	1p36.32	601883	DFFB,_CAD,_DFF2	DNA_fragmentation_factor,_40kD,_beta_subunit	DFFB	1677	ENSG00000169598			Dffb_(MGI:1196287)
chr1	4654774	4792517	1p36.32	1p36.32	610972	AJAP1,_SHREW1	Adherens_junction-associated_protein_1	AJAP1	55966	ENSG00000196581			Ajap1_(MGI:2685419)
chr1	5300000	20100000	1p36.31-p36.13		614414	DFNB96	Deafness,_autosomal_recessive_96	DFNB96	100861440		between_rs3817914_and_rs477558	Deafness,_autosomal_recessive_96,_614414_(2),_Autosomal_recessive	
chr1	5862807	5992472	1p36	1p36.31	607215	NPHP4,_SLSN4	Nephrocystin_4	NPHP4	261734	ENSG00000131697		Nephronophthisis_4,_606966_(3),_Autosomal_recessive,_Senior-Loken_syndrome_4,_606996_(3),_Autosomal_recessive	Nphp4_(MGI:2384210)
chr1	5992297	6101192	1p36.3	1p36.31	601142	KCNAB2,_KCNA2B	Potassium_voltage-gated_channel,_shaker-related_subfamily,_beta_member_2	KCNAB2	8514	ENSG00000069424			Kcnab2_(MGI:109239)
chr1	6101786	6180133	1p36	1p36.31	610771	CHD5	Chromodomain_helicase_DNA-binding_protein_5	CHD5	26038	ENSG00000116254			Chd5_(MGI:3036258)
chr1	6185019	6199618	1p36.31	1p36.31	180474	RPL22,_EAP	Ribosomal_protein_L22	RPL22	6146	ENSG00000116251	fused_with_AML1_in_t(3,21)		Rpl22_(MGI:99262)
chr1	6205474	6221298	1p36.31	1p36.31	616923	RNF207,_C1orf188	RING_finger_protein_207	RNF207	388591	ENSG00000158286			Rnf207_(MGI:2684989)
chr1	6221192	6235983	1p36	1p36.31	605851	ICMT	Isoprenylcysteine_carboxylmethyltransferase	ICMT	23463	ENSG00000116237			Icmt_(MGI:1888594)
chr1	6244191	6245577	1p36.31	1p36.31	609971	HES3	Hairy/enhancer_of_split,_Drosophila,_homolog_of,_3	HES3	390992	ENSG00000173673			Hes3_(MGI:104877)
chr1	6247345	6260974	1p36.31	1p36.31	614269	GPR153	G_protein-coupled_receptor_153	GPR153	387509	ENSG00000158292			Gpr153_(MGI:1916157)
chr1	6264271	6393765	1p36	1p36.31	602587	ACOT7,_BACH,_LACH	Acyl-CoA_thioesterase_7	ACOT7	11332	ENSG00000097021			Acot7_(MGI:1917275)
chr1	6415231	6419918	1p36.31	1p36.31	609970	HES2	Hairy/enhancer_of_split,_Drosophila,_homolog_of,_2	HES2	54626	ENSG00000069812			Hes2_(MGI:1098624)
chr1	6424775	6461366	1p36.3-p36.1	1p36.31	606351	ESPN	Espin,_mouse,_homolog_of	ESPN	83715	ENSG00000187017		Deafness,_autosomal_recessive_36,_609006_(3),_Autosomal_recessive,_Deafness,_neurosensory,_without_vestibular_involvement,_autosomal_dominant_(3)	Espn_(MGI:1861630)
chr1	6461150	6466194	1p36.3	1p36.31	603366	TNFRSF25,_TNFRSF12,_DR3,_LARD	Tumor_necrosis_factor_receptor_superfamily,_member_25	TNFRSF25	8718	ENSG00000215788			Tnfrsf25_(MGI:1934667)
chr1	6466091	6520060	1p36	1p36.31	611101	PLEKHG5,_KIAA0720,_DSMA4,_CMTRIC	Pleckstrin_homology_domain-containing_protein,_family_G,_member_5	PLEKHG5	57449	ENSG00000171680		Charcot-Marie-Tooth_disease,_recessive_intermediate_C,_615376_(3),_Autosomal_recessive,_Spinal_muscular_atrophy,_distal,_autosomal_recessive,_4,_611067_(3),_Autosomal_recessive	Plekhg5_(MGI:2652860)
chr1	6555277	6579756	1p36	1p36.31	606225	TAS1R1,_T1R1	Taste_receptor_type_1,_member_1	TAS1R1	80835	ENSG00000173662			Tas1r1_(MGI:1927505)
chr1	6579966	6589279	1p36.3	1p36.31	165270	ZBTB48,_HKR3	Zinc_finger-_and_BTB_domain-containing_protein_48	ZBTB48	3104	ENSG00000204859			Zbtb48_(MGI:2140248)
chr1	6590723	6602897	1p36.31	1p36.31	616262	KLHL21,_KIAA0469	Kelch-like_21	KLHL21	9903	ENSG00000162413			Klhl21_(MGI:1919288)
chr1	6624644	6635585	1p36.31	1p36.31	612532	THAP3	THAP_domain-containing_protein_3	THAP3	90326	ENSG00000041988			Thap3_(MGI:1917126)
chr1	6634167	6701905	1p36.31-p36.23	1p36.31	614827	DNAJC11	DNAJ/HSP40_homolog,_subfamily_C,_member_11	DNAJC11	55735	ENSG00000007923			Dnajc11_(MGI:2443386)
chr1	6785323	7769705	1p36	1p36.31-p36.23	611501	CAMTA1,_KIAA0833,_CANPMR	Calmodulin-binding_transcription_activator_1	CAMTA1	23261	ENSG00000171735		Cerebellar_ataxia,_nonprogressive,_with_mental_retardation,_614756_(3),_Autosomal_dominant	Camta1_(MGI:2140230)
chr1	7100000	27600000	1p36.2-p36.1		600975	GLC3B	Glaucoma_3,_primary_infantile,_B	GLC3B	2728			Glaucoma_3,_primary_infantile,_B,_600975_(2),_Autosomal_recessive	
chr1	7100000	15900000	1p36.2		608543	SCZD12	Schizophrenia_12		619488		max_lod_at_D1S1612	{Schizophrenia_12},_181500_(2),_Autosomal_dominant	
chr1	7771268	7781431	1p36	1p36.23	603657	VAMP3	Vesicle-associated_membrane_protein_3	VAMP3	9341	ENSG00000049245			Vamp3_(MGI:1321389)
chr1	7784284	7845180	1p36.33-p36.21	1p36.23	603427	PER3,_FASPS3	Period,_Drosophila,_homolog_of,_3	PER3	8863	ENSG00000049246	mutation_identified_in_1_FASPS3_family	?Advanced_sleep_phase_syndrome,_familial,_3,_616882_(3),_Autosomal_dominant	Per3_(MGI:1277134)
chr1	7846344	7913614	1p36.23	1p36.23	604097	UTS2	Urotensin_II	UTS2	10911	ENSG00000049247			Uts2_(MGI:1346329)
chr1	7915870	7943164	1p36	1p36.23	602250	TNFRSF9,_ILA,_CD137	Tumor_necrosis_factor_receptor_superfamily,_member_9_(interleukin-activated_receptor,_Ly63,_mouse,_homolog_of)	TNFRSF9	3604	ENSG00000049249			Tnfrsf9_(MGI:1101059)
chr1	7961653	7985281	1p36	1p36.23	602533	DJ1,_PARK7	Oncogene_DJ-1	PARK7	11315	ENSG00000116288		Parkinson_disease_7,_autosomal_recessive_early-onset,_606324_(3),_Autosomal_recessive	Park7_(MGI:2135637)
chr1	8011718	8026332	1p36	1p36.23	608069	MIG6,_RALT	Mitogen-inducible_gene_6	ERRFI1	54206	ENSG00000116285			Errfi1_(MGI:1921405)
chr1	8318084	8344166	1p36.2-p36.1	1p36.23	605763	SLC45A1,_DNB5,_IDDNPF	Solute_carrier_family_45,_member_1	SLC45A1	50651	ENSG00000162426		Intellectual_developmental_disorder_with_neuropsychiatric_features,_617532_(3),_Autosomal_recessive	Slc45a1_(MGI:2653235)
chr1	8352403	8826225	1p36.2-p36.1	1p36.23	605226	RERE,_NEDBEH	RE_repeats-encoding_gene	RERE	473	ENSG00000142599		Neurodevelopmental_disorder_with_or_without_anomalies_of_the_brain,_eye,_or_heart,_616975_(3),_Autosomal_dominant	Rere_(MGI:2683486)
chr1	8860999	8879091	1pter-p36.13	1p36.23	172430	ENO1,_PPH,_MPB1	Enolase-1,_alpha	ENO1	2023	ENSG00000074800		Enolase_deficiency_(1)	Eno1b,Eno1_(MGI:95393,MGI:3648653)
chr1	8945785	8975091	1p36.33-p36.22	1p36.23	114780	CA6	Carbonic_anhydrase_VI	CA6	765	ENSG00000131686			Car6_(MGI:1333786)
chr1	8992533	9026383	1p36.2	1p36.23	610371	SLC2A7,_GLUT7	Solute_carrier_family_2_(facilitated_glucose_transporter),_member_7	SLC2A7	155184	ENSG00000197241			Slc2a7_(MGI:3650865)
chr1	9036940	9093406	1p36.2	1p36.23	138230	SLC2A5,_GLUT5	Solute_carrier_family_2_(facilitated_glucose_transporter),_member_5	SLC2A5	6518	ENSG00000142583			Slc2a5_(MGI:1928369)
chr1	9151667	9151776	1p36	1p36.22	611172	MIR34A,_MIRN34A	Micro_RNA_34A	MIR34A	407040	ENSG00000284357			
chr1	9234766	9271336	1p36	1p36.22	138090	H6PD,_GDH,_G6PDH,_CORTRD1	Hexose-6-phosphate_dehydrogenase	H6PD	9563	ENSG00000049239	digenic_triallelic_mutations_with_HSD11B1	Cortisone_reductase_deficiency_1,_604931_(3),_Autosomal_recessive	H6pd_(MGI:2140356)
chr1	9292881	9369531	1p36.22	1p36.22	611657	SPSB,_SSB1	SPRY_domain-_and_SOCS_box-containing_1	SPSB1	80176	ENSG00000171621			Spsb1_(MGI:1921896)
chr1	9539468	9582772	1p36.22	1p36.22	610816	SLC25A33	Solute_carrier_family_25_(mitochondrial_carrier),_member_33	SLC25A33	84275	ENSG00000171612			Slc25a33_(MGI:1917806)
chr1	9629888	9729113	1p36.2	1p36.22	602839	PIK3CD,_APDS,_IMD14	Phosphatidylinositol_3-kinase,_catalytic,_110kD,_delta	PIK3CD	5293	ENSG00000171608		Immunodeficiency_14,_615513_(3),_Autosomal_dominant	Pik3cd_(MGI:1098211)
chr1	9729020	9824525	1p36	1p36.22	611321	CLSTN1,_KIAA0911	Calsyntenin_1	CLSTN1	22883	ENSG00000171603			Clstn1_(MGI:1929895)
chr1	9848275	9910321	1p36.22	1p36.22	607758	CTNNBIP1,_ICAT	Catenin,_beta-interacting_protein_1	CTNNBIP1	56998	ENSG00000178585			Ctnnbip1_(MGI:1915756)
chr1	9922112	9943426	1p36.22	1p36.22	610458	LZIC	Leucine_zipper_and_CTNNBIP1_domains-containing_protein	LZIC	84328	ENSG00000162441			Lzic_(MGI:1916401)
chr1	9942922	9996738	1p36.22	1p36.22	608700	NMNAT1,_NMNAT,_PNAT1,_LCA9	Nicotinamide_nucleotide_adenylyltransferase_1	NMNAT1	64802	ENSG00000173614		Leber_congenital_amaurosis_9,_608553_(3),_Autosomal_recessive	Nmnat1_(MGI:1913704)
chr1	10032982	10181238	1p36.3	1p36.22	613565	UBE4B,_UFD2A,_KIAA0684	Ubiquitination_factor_E4B	UBE4B	10277	ENSG00000130939			Ube4b_(MGI:1927086)
chr1	10210705	10381602	1p36.2	1p36.22	605995	KIF1B,_CMT2A,_CMT2A1,_NBLST1	Kinesin_family_member_1B	KIF1B	23095	ENSG00000054523	mutation_identified_in_1_CMT2A1_family	?Charcot-Marie-Tooth_disease,_type_2A1,_118210_(3),_Autosomal_dominant,_{Neuroblastoma,_susceptibility_to,_1},_256700_(3),_Autosomal_dominant,_Isolated_cases,_Pheochromocytoma,_171300_(3),_Autosomal_dominant	Kif1b_(MGI:108426)
chr1	10398991	10420510	1p36.2-p36.13	1p36.22	172200	PGD	6-phosphogluconate_dehydrogenase	PGD	5226	ENSG00000142657			Pgd_(MGI:97553)
chr1	10430101	10442814	1p36.22	1p36.22	609130	APITD1	Apoptosis-inducing,_TAF9-like_domain_1	CENPS	378708	ENSG00000175279			Cenps_(MGI:1917178)
chr1	10449718	10452002	1p36	1p36.22	602784	CORT	Cortistatin	CORT	1325	ENSG00000241563			Cort_(MGI:109538)
chr1	10460530	10472555	1p36.3-p36.2	1p36.22	601882	DFFA,_DFF1	DNA_fragmentation_factor,_45kD,_alpha_subunit	DFFA	1676	ENSG00000160049			Dffa_(MGI:1196227)
chr1	10474945	10630757	1p36.2	1p36.22	601791	PEX14,_PBD13A	Peroxisome_biogenesis_factor_14	PEX14	5195	ENSG00000142655		Peroxisome_biogenesis_disorder_13A_(Zellweger),_614887_(3),_Autosomal_recessive	Pex14_(MGI:1927868)
chr1	10636601	10796675	1p36.22	1p36.22	609895	CASZ1,_SRG	Castor_zinc_finger_protein_1	CASZ1	54897	ENSG00000130940			Casz1_(MGI:1196251)
chr1	11012621	11030527	1p36.2	1p36.22	605078	TARDBP,_TDP43,_ALS10	TAR_DNA-binding_protein	TARDBP	23435	ENSG00000120948	pseudogenes_on_2,_6,_8,_13,_20	Amyotrophic_lateral_sclerosis_10,_with_or_without_FTD,_612069_(3),_Autosomal_dominant,_Frontotemporal_lobar_degeneration,_TARDBP-related,_612069_(3),_Autosomal_dominant	Tardbp_(MGI:2387629)
chr1	11026522	11047238	1p36.3-p36.2	1p36.22	605102	MASP2	Mannan-binding_lectin_serine_protease_2	MASP2	10747	ENSG00000009724		MASP2_deficiency,_613791_(3),_Autosomal_recessive	Masp2_(MGI:1330832)
chr1	11054591	11060052	1p36-p22	1p36.22	182891	SRM,_SPS1	Spermidine_synthase-1	SRM	6723	ENSG00000116649	?pseudogene_on_3p14-q21		Srm_(MGI:102690)
chr1	11066612	11099909	1p36.22	1p36.22	605960	EXOSC10,_PMSCL2	Exosome_component_10	EXOSC10	5394	ENSG00000171824			Exosc10_(MGI:1355322)
