Familial_sick_sinus_syndrome	166282	Disease-causing_germline_mutation(s)_in	SCN5A	Assessed	582,HB1,SCN5A,LQT3,IVF,PFHB1,long_QT_syndrome_3,HH1,Nav1.5,ICCD,ENSG00000183873,CMPD2,SSS1,Q14524,10593,HB2,HBBD,600163,CDCD2
Familial_sick_sinus_syndrome	166282	Disease-causing_germline_mutation(s)_in	HCN4	Assessed	403,605206,HCN4,16882,Q9Y3Q4,ENSG00000138622
Familial_sick_sinus_syndrome	166282	Major_susceptibility_factor_in	MYH6	Assessed	MYH6,P13533,160710,7576,ENSG00000197616,cardiomyopathy,_hypertrophic_1
Mucolipidosis_type_IV	578	Disease-causing_germline_mutation(s)_(loss_of_function)_in	MCOLN1	Assessed	Q9GZU1,605248,MCOLN1,13356,TRPML1,501,MLIV,ML4,TRPM-L1,MSTP080,ENSG00000090674,MST080
Porokeratotic_eccrine_ostial_and_dermal_duct_nevus	166286	Disease-causing_somatic_mutation(s)_in	GJB2	Assessed	NSRD1,connexin_26,121011,CX26,ENSG00000165474,P29033,4284,GJB2
Recessive_X-linked_ichthyosis	461	Disease-causing_germline_mutation(s)_in	STS	Assessed	300747,11425,P08842,steryl-sulfatase,ARSC,STS,ENSG00000101846,arylsulfatase_C
Mucopolysaccharidosis_type_7	584	Disease-causing_germline_mutation(s)_in	GUSB	Assessed	P08236,ENSG00000169919,GUSB,4696,611499
Hot_water_reflex_epilepsy	166412	Disease-causing_germline_mutation(s)_in	SLC1A1	Assessed	EAAC1,ENSG00000106688,EAAT3,10939,133550,P43005,SLC1A1
Friedreich_ataxia	95	Disease-causing_germline_mutation(s)_(loss_of_function)_in	FXN	Assessed	3951,X25,FA,Q16595,606829,FARR,CyaY,FXN,ENSG00000165060
Cystic_fibrosis	586	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CFTR	Assessed	1884,P13569,TNR-CFTR,MRP7,dJ760C5.1,CFTR,602421,707,ABC35,ENSG00000001626,CFTR/MRP,ATP-binding_cassette_sub-family_C,_member_7
Cystic_fibrosis	586	Modifying_germline_mutation_in	TGFB1	Assessed	ENSG00000105329,CED,TGFB1,190180,Camurati-Engelmann_disease,prepro-transforming_growth_factor_beta-1,TGFbeta,P01137,11766
Cystic_fibrosis	586	Modifying_germline_mutation_in	DCTN4	Assessed	DCTN4,15518,614758,Q9UJW0,ENSG00000132912
Cystic_fibrosis	586	Modifying_germline_mutation_in	CLCA4	Assessed	2018,Q14CN2,ENSG00000016602,CaCC2,CLCA4,616857
Cystic_fibrosis	586	Modifying_germline_mutation_in	STX1A	Assessed	186590,p35-1,HPC-1,11433,ENSG00000106089,STX1A,Q16623
MELAS	550	Candidate_gene_tested_in	MT-TQ	Not_yet_assessed	ENSG00000210107,7495,590030,trnQ,MT-TQ
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-CO1	Assessed	P00395,7419,COX1,516030,COI,ENSG00000198804,MT-CO1
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-CO2	Assessed	MT-CO2,516040,CO2,COX2,7421,ENSG00000198712,P00403
MELAS	550	Candidate_gene_tested_in	MT-CO3	Not_yet_assessed	P00414,516050,7422,COIII,COX3,CO3,ENSG00000198938,MT-CO3
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-ND1	Assessed	516000,NAD1,complex_I_ND1_subunit,ENSG00000198888,ND1,7455,NADH-ubiquinone_oxidoreductase_chain_1,MT-ND1,P03886
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-ND4	Assessed	NAD4,NADH-ubiquinone_oxidoreductase_chain_4,complex_I_ND4_subunit,7459,ND4,MT-ND4,ENSG00000198886,P03905,516003
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-ND5	Assessed	ENSG00000198786,NADH-ubiquinone_oxidoreductase_chain_5,7461,516005,P03915,ND5,complex_I_ND5_subunit,MT-ND5,NAD5
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-ND6	Assessed	NADH-ubiquinone_oxidoreductase_chain_6,516006,P03923,NAD6,7462,ENSG00000198695,MT-ND6,ND6,complex_I_ND6_subunit
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-TL1	Assessed	ENSG00000209082,MT-TL1,TRNL1,7490,590050
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-TW	Assessed	ENSG00000210117,trnW,7501,MT-TW,590095
MELAS	550	Candidate_gene_tested_in	MT-TH	Not_yet_assessed	TRNH,7487,590040,ENSG00000210176,trnH
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-TS1	Assessed	MT-TS1,7497,TRNS1,ENSG00000210151,590080
MELAS	550	Candidate_gene_tested_in	MT-TS2	Not_yet_assessed	RP8,7498,MT-TS2,ENSG00000210184,590085,TRNS2
MELAS	550	Disease-causing_germline_mutation(s)_in	MT-TF	Assessed	590070,7481,trnF,MT-TF,ENSG00000210049
Facioscapulohumeral_dystrophy	269	Candidate_gene_tested_in	DUX4	Not_yet_assessed	606009,Q9UBX2,50800,ENSG00000260596,DUX4
Facioscapulohumeral_dystrophy	269	Candidate_gene_tested_in	DUX4L1	Not_yet_assessed	3082,ENSG00000280757
Facioscapulohumeral_dystrophy	269	Candidate_gene_tested_in	FRG1	Not_yet_assessed	601278,FRG1,FRG1A,FSG1,3954,Q14331,ENSG00000109536
Facioscapulohumeral_dystrophy	269	Disease-causing_germline_mutation(s)_in	SMCHD1	Assessed	KIAA0650,29090,614982,ENSG00000101596,FSHD2,A6NHR9,SMCHD1
Facioscapulohumeral_dystrophy	269	Modifying_germline_mutation_in	SMCHD1	Assessed	KIAA0650,29090,614982,ENSG00000101596,FSHD2,A6NHR9,SMCHD1
Kearns-Sayre_syndrome	480	Candidate_gene_tested_in	MT-ATP8	Not_yet_assessed	P03928,A6L,ATP8,ENSG00000228253,516070,mitochondrially_encoded_ATP_synthase_membrane_subunit_A6L,7415,MT-ATP8
Kearns-Sayre_syndrome	480	Disease-causing_germline_mutation(s)_in	RRM2B	Assessed	2754,ENSG00000048392,Q7LG56,604712,RRM2B,p53R2,17296
Kearns-Sayre_syndrome	480	Candidate_gene_tested_in	MT-TL1	Not_yet_assessed	ENSG00000209082,MT-TL1,TRNL1,7490,590050
Limbic_encephalitis_with_LGI1_antibodies	163908	Major_susceptibility_factor_in	HLA-DRB1	Assessed	P04229,4948,HLA-DRB1,142857,ENSG00000196126
Limbic_encephalitis_with_LGI1_antibodies	163908	Major_susceptibility_factor_in	HLA-DQB1	Assessed	4944,HLA-DQB1,P01920,CELIAC1,IDDM1,604305,ENSG00000179344
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TP	Assessed	7494,ENSG00000210196,590075,MT-TP,trnP
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-ND5	Assessed	ENSG00000198786,NADH-ubiquinone_oxidoreductase_chain_5,7461,516005,P03915,ND5,complex_I_ND5_subunit,MT-ND5,NAD5
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TL1	Assessed	ENSG00000209082,MT-TL1,TRNL1,7490,590050
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TK	Assessed	590060,MT-TK,7489,ENSG00000210156,trnK
MERRF	551	Candidate_gene_tested_in	MT-RNR1	Not_yet_assessed	7470,MOTS-c,A0A0C5B5G6,12S,561000,ENSG00000211459,mitochondrial_open-reading-frame_of_the_twelve_S_rRNA_type-c,MT-RNR1
MERRF	551	Candidate_gene_tested_in	MT-TQ	Not_yet_assessed	ENSG00000210107,7495,590030,trnQ,MT-TQ
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TH	Assessed	TRNH,7487,590040,ENSG00000210176,trnH
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TS1	Assessed	MT-TS1,7497,TRNS1,ENSG00000210151,590080
MERRF	551	Candidate_gene_tested_in	MT-TS2	Not_yet_assessed	RP8,7498,MT-TS2,ENSG00000210184,590085,TRNS2
MERRF	551	Disease-causing_germline_mutation(s)_in	MT-TF	Assessed	590070,7481,trnF,MT-TF,ENSG00000210049
Central_core_disease	597	Disease-causing_germline_mutation(s)_in	RYR1	Assessed	747,protein_phosphatase_1,_regulatory_subunit_137,PPP1R137,180901,P21817,ENSG00000196218,RYR,10483,RYR1
Peripheral_demyelinating_neuropathy-central_dysmyelinating_leukodystrophy-Waardenburg_syndrome-Hirschsprung_disease	163746	Disease-causing_germline_mutation(s)_in	SOX10	Assessed	ENSG00000100146,P56693,11190,dominant_megacolon,_mouse,_human_homolog_of,WS4,602229,WS2E,DOM,SOX10
Paramyotonia_congenita_of_Von_Eulenburg	684	Disease-causing_germline_mutation(s)_in	SCN4A	Assessed	ENSG00000007314,SkM1,P35499,HYPP,603967,SCN4A,581,Nav1.4,10591
Acrodermatitis_continua_of_Hallopeau	163931	Disease-causing_germline_mutation(s)_in	IL36RN	Assessed	605507,IL36RN,Q9UBH0,FIL1D,MGC29840,IL-1F5,IL36RA,IL1L1,IL-1_related_protein_3,IL1RP3,interleukin-1_receptor_antagonist_homolog_1,family_of_interleukin_1-delta,15561,interleukin-1_HY1,ENSG00000136695,IL1HY1,FIL1,FIL1(DELTA)
Acrodermatitis_continua_of_Hallopeau	163931	Disease-causing_germline_mutation(s)_in	AP1S3	Assessed	18971,ENSG00000152056,Q96PC3,AP1S3,615781
Pustulosis_palmaris_et_plantaris	163927	Disease-causing_germline_mutation(s)_in	IL36RN	Assessed	605507,IL36RN,Q9UBH0,FIL1D,MGC29840,IL-1F5,IL36RA,IL1L1,IL-1_related_protein_3,IL1RP3,interleukin-1_receptor_antagonist_homolog_1,family_of_interleukin_1-delta,15561,interleukin-1_HY1,ENSG00000136695,IL1HY1,FIL1,FIL1(DELTA)
Pustulosis_palmaris_et_plantaris	163927	Disease-causing_germline_mutation(s)_in	AP1S3	Assessed	18971,ENSG00000152056,Q96PC3,AP1S3,615781
Steinert_myotonic_dystrophy	273	Disease-causing_germline_mutation(s)_in	DMPK	Assessed	Myotonin-protein_kinase,1505,DM_protein_kinase,DMK,ENSG00000104936,2933,thymopoietin_homolog,Q09013,dystrophia_myotonica_1,myotonin_protein_kinase_A,605377,DMPK,MT-PK,DM1PK,myotonic_dystrophy_associated_protein_kinase,MDPK
X-linked_intellectual_disability,_Najm_type	163937	Disease-causing_germline_mutation(s)_in	CASK	Assessed	FGS4,300172,CASK,ENSG00000147044,1959,1497,LIN2,CAGH39,O14936
Thomsen_and_Becker_disease	614	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CLCN1	Assessed	Thomsen_disease,_autosomal_dominant,P35523,ClC-1,CLCN1,CLC1,ENSG00000188037,2019,118425
X-linked_dominant_chondrodysplasia,_Chassaing-Lacombe_type	163966	Disease-causing_germline_mutation(s)_in	HDAC6	Assessed	protein_phosphatase_1,_regulatory_subunit_90,300272,JM21,HD6,PPP1R90,2618,KIAA0901,ENSG00000094631,HDAC6,FLJ16239,Q9UBN7,14064
X-linked_intellectual_disability,_Nascimento_type	163956	Disease-causing_germline_mutation(s)_in	UBE2A	Assessed	HHR6A,12472,312180,ENSG00000077721,RAD6A,UBC2,P49459,UBE2A
Fabry_disease	324	Disease-causing_germline_mutation(s)_in	GLA	Assessed	GALA,300644,4296,ENSG00000102393,P06280,GLA
Hyperekplexia-epilepsy_syndrome	163985	Disease-causing_germline_mutation(s)_(loss_of_function)_in	ARHGEF9	Assessed	300429,collybistin,PEM-2,KIAA0424,O43307,14561,ARHGEF9,ENSG00000131089
Rett_syndrome	778	Disease-causing_germline_mutation(s)_in	MECP2	Assessed	300005,MECP2,P51608,ENSG00000169057,6990
Juvenile_myoclonic_epilepsy	307	Disease-causing_germline_mutation(s)_in	ICK	Assessed	LCK2,MAK-related_kinase,ICK,21219,612325,ENSG00000112144,Q9UPZ9,2038,serine/threonine-protein_kinase_ICK,MRK,MGC46090,KIAA0936
Juvenile_myoclonic_epilepsy	307	Disease-causing_germline_mutation(s)_in	CACNB4	Assessed	EJM4,O00305,601949,ENSG00000182389,1404,CACNB4
Juvenile_myoclonic_epilepsy	307	Major_susceptibility_factor_in	EFHC1	Assessed	608815,FLJ10466,EFHC1,myoclonin-1,ENSG00000096093,16406,Q5JVL4
Juvenile_myoclonic_epilepsy	307	Disease-causing_germline_mutation(s)_in	GABRA1	Assessed	ENSG00000022355,4075,P14867,GABA(A)_receptor,_alpha_1,GABRA1,EJM5,137160,404
Juvenile_myoclonic_epilepsy	307	Major_susceptibility_factor_in	GABRD	Assessed	O14764,416,4084,ENSG00000187730,GABA(A)_receptor,_delta,137163,GABRD
Juvenile_myoclonic_epilepsy	307	Major_susceptibility_factor_in	KCNQ3	Assessed	602232,KCNQ3,Kv7.3,ENSG00000184156,O43525,562,6297
Juvenile_myoclonic_epilepsy	307	Candidate_gene_tested_in	JRK	Not_yet_assessed	jerky,6199,ENSG00000234616,JRK,603210,JH8,O75564
Juvenile_myoclonic_epilepsy	307	Major_susceptibility_factor_in	CLCN2	Assessed	EJM6,ENSG00000114859,CLCN2,2020,699,P51788,CLC2,600570,ClC-2
Juvenile_absence_epilepsy	1941	Major_susceptibility_factor_in	EFHC1	Assessed	608815,FLJ10466,EFHC1,myoclonin-1,ENSG00000096093,16406,Q5JVL4
Von_Hippel-Lindau_disease	892	Disease-causing_germline_mutation(s)_in	VHL	Assessed	VHL,608537,ENSG00000134086,VHL1,12687,P40337
Familial_advanced_sleep-phase_syndrome	164736	Disease-causing_germline_mutation(s)_in	PER3	Assessed	ENSG00000049246,P56645,603427,PER3,8847
Familial_advanced_sleep-phase_syndrome	164736	Disease-causing_germline_mutation(s)_in	CSNK1D	Assessed	2452,HCKID,1997,600864,ENSG00000141551,CKID,CSNK1D,P48730,CKIdelta
Familial_advanced_sleep-phase_syndrome	164736	Disease-causing_germline_mutation(s)_in	PER2	Assessed	KIAA0347,O15055,ENSG00000132326,PER2,8846,603426
Autosomal_recessive_polycystic_kidney_disease	731	Disease-causing_germline_mutation(s)_(loss_of_function)_in	DZIP1L	Assessed	617570,FLJ32844,DZIP2,ENSG00000158163,DZIP1L,26551,Q8IYY4
Autosomal_recessive_polycystic_kidney_disease	731	Disease-causing_germline_mutation(s)_(loss_of_function)_in	PKHD1	Assessed	FPC,606702,P08F94,fibrocystin/polyductin_complex,9016,FCYT,ARPKD,fibrocystin,polyductin,tigmin,PKHD1,ENSG00000170927
CHARGE_syndrome	138	Candidate_gene_tested_in	SEMA3E	Not_yet_assessed	SEMA3E,M-SemaK,KIAA0331,608166,coll-5,M-sema_H,ENSG00000170381,O15041,10727
CHARGE_syndrome	138	Disease-causing_germline_mutation(s)_in	CHD7	Assessed	608892,20626,KIAA1416,ENSG00000171316,Q9P2D1,FLJ20357,CHD7,FLJ20361
Familial_mesial_temporal_lobe_epilepsy_with_febrile_seizures	165805	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CPA6	Assessed	ENSG00000165078,CPA6,Q8N4T0,CPAH,17245,609562
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	CCNF	Assessed	CCNF,P41002,1591,600227,ENSG00000162063,FBX1,FBXO1
Amyotrophic_lateral_sclerosis	803	Candidate_gene_tested_in	TAF15	Not_yet_assessed	TAF15,Q92804,11547,Npl3,hTAFII68,ENSG00000270647,601574,RBP56
Amyotrophic_lateral_sclerosis	803	Candidate_gene_tested_in	EPHA4	Not_yet_assessed	1824,EPHA4,ENSG00000116106,3388,P54764,Hek8,602188
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	ANXA11	Assessed	ENSG00000122359,P50995,ANXA11,535,602572
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	CFAP410	Assessed	O43822,nuclear_encoded_mitochondrial_protein,leucine_rich_repeat_containing_76,YF5,ENSG00000160226,1260,LRRC76,A2,603191
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	GLE1	Assessed	4315,GLE1,Q53GS7,ENSG00000119392,hGLE1,603371
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	NEK1	Assessed	NEK1,2114,NY-REN-55,7744,Q96PY6,604588,KIAA1901,ENSG00000137601
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	CHCHD10	Assessed	MIX17A,N27C7-4,CHCHD10,615903,MIX17_homolog_A,Q8WYQ3,ENSG00000250479,15559
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	DAO	Assessed	2671,DAAO,ENSG00000110887,124050,DAO,P14920,DAMOX
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	ATXN2	Assessed	ENSG00000204842,ATX2,601517,10555,ATXN2,Q99700,trinucleotide_repeat_containing_13
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	CHMP2B	Assessed	VPS2_homolog_B_(S._cerevisiae),DKFZP564O123,CHMP2B,24537,609512,VPS2B,CHMP2.5,ENSG00000083937,Q9UQN3
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	SOD1	Assessed	SOD1,ENSG00000142168,IPOA,147450,11179,P00441
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	TREM2	Assessed	Trem2a,TREM2,Trem2b,Trem2c,Q9NZC2,TREM-2,17761,605086,ENSG00000095970
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	VAPB	Assessed	VAP-C,VAPB,605704,VAP-B,ENSG00000124164,12649,ALS8,O95292
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	VCP	Assessed	TERA,ENSG00000165280,VCP,P55072,IBMPFD,CDC48,p97,601023,12666,transitional_endoplasmic_reticulum_ATPase
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	NEFH	Assessed	NEFH,7737,ENSG00000100285,162230,P12036
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	OPTN	Assessed	NRP,FIP2,TFIIIA-INTP,HIP7,Q96CV9,FIP-2,HYPL,ENSG00000123240,602432,17142,OPTN
Amyotrophic_lateral_sclerosis	803	Candidate_gene_tested_in	DCTN1	Not_yet_assessed	2711,601143,DCTN1,ENSG00000204843,p150_glued_homolog_(Drosophila),Q14203
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	TARDBP	Assessed	TDP-43,605078,ENSG00000120948,ALS10,TARDBP,Q13148,11571
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	FIG4	Assessed	CMT4J,dJ249I4.1,ENSG00000112367,609390,FIG4,Q92562,ALS11,16873,SAC3,hSac3
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	FUS	Assessed	ENSG00000089280,TLS,HNRNPP2,heterogeneous_nuclear_ribonucleoprotein_P2,hnRNP-P2,FUS,FUS1,P35637,translocated_in_liposarcoma,137070,4010
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	ANG	Assessed	ANG,RNASE5,P03950,ENSG00000214274,105850,RAA1,483,ribonuclease_A_family_member_5
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	MATR3	Assessed	6912,P43243,VCPDM,MGC9105,ENSG00000015479,KIAA0723,MATR3,164015
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	PRPH	Assessed	ENSG00000135406,P41219,170710,9461,PRPH,PRPH1
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	PON1	Assessed	ENSG00000005421,P27169,ESA,168820,arylesterase_1,esterase_A,PON1,9204
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	PON2	Assessed	9205,Q15165,PON2,ENSG00000105854,arylesterase_2,602447,paraoxonase_nirs
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	PON3	Assessed	PON3,Q15166,arylesterase_3,602720,ENSG00000105852,9206
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	SQSTM1	Assessed	A170,p62,autophagy_receptor_p62,11280,p62B,Q13501,p60,601530,SQSTM1,ENSG00000161011
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	UBQLN2	Assessed	NEDD4_binding_protein_4,CHAP1/DSK2,12509,PLIC-2,Dsk2,Chap1,N4BP4,RIHFB2157,UBQLN2,LIC-2,Q9UHD9,300264,PLIC2,ENSG00000188021
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	C9ORF72	Assessed	MGC23980,C9orf72,614260,ENSG00000147894,Q96LT7,28337,DENNL72
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	PFN1	Assessed	176610,8881,PFN1,ENSG00000108518,P07737
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	TBK1	Assessed	2237,ENSG00000183735,604834,NAK,11584,TBK1,Q9UHD2
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	HNRNPA1	Assessed	HNRNPA1,ALS20,ENSG00000135486,164017,hnRNPA1,5031,hnRNP-A1,P09651
Amyotrophic_lateral_sclerosis	803	Modifying_germline_mutation_in	PPARGC1A	Assessed	PGC1A,Q9UBK2,PPARgamma_coactivator_1alpha,ENSG00000109819,PPARGC1A,604517,9237,PGC1,PGC-1alpha
Amyotrophic_lateral_sclerosis	803	Disease-causing_germline_mutation(s)_in	ERBB4	Assessed	600543,ALS19,ERBB4,HER4,3432,Q15303,ENSG00000178568,1799,human_epidermal_growth_factor_receptor_4
Amyotrophic_lateral_sclerosis	803	Major_susceptibility_factor_in	UNC13A	Assessed	23150,Munc13-1,Q9UPW8,KIAA1032,ENSG00000130477,609894,UNC13A
Ataxia-telangiectasia	100	Disease-causing_germline_mutation(s)_in	ATM	Assessed	TELO1,1934,ATM,Q13315,TEL1,TEL1,_telomere_maintenance_1,_homolog_(S._cerevisiae),ENSG00000149311,607585,795
